
Summary,CLEWSity
Emissions
,CH4,14.4081
,CO2,-1880.64
,CO2EQ,-1472.12
,N2O,0.00670029

Cost,72858.3

TID Demand

,CLEWSity
Fuel,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
BEF,WN,0.0375058,0.03825,0.039,0.03975,0.0405,0.0415,0.04225,0.043,0.044,0.04475,0.04575,0.04675,0.0475,0.0485,0.0495,0.0505,0.0515,0.0525,0.0535,0.05475,0.05575,0.05675,0.058,0.05925,0.06025,0.0615,0.06275,0.064,0.06525,0.0665,0.068,0.06925,0.07075,0.072,0.0735,0.075
BYPCRP002,SD,0.356752,0.344056,0.303681,0.323985,0.390144,0.334043,0.369979,0.110171,0.24147,0.320054,0.334346,0.351642,0.368938,0.386986,0.404282,0.516927,0.659476,0.631305,0.631305,0.600013,0.479467,0.501275,0.523083,0.556617,0.773417,0.773417,0.568915,0,0.484668,0,0,0.773316,0,0,0,0
BYPCRP002,SN,0.356752,0.523376,0.585183,0.585183,0.390144,0.334043,0.337507,0.382131,0.337913,0.320054,0.334346,0.351642,0.368938,0.386986,0.404282,0.261498,0.0907841,0.296,0.631305,0.600013,0.479467,0.501275,0.523083,0.556617,0.230039,0.773417,0.269572,0,0.484668,0,0.603793,0,0.514956,0,0,0.000138
BYPCRP002,WD,0.4938,0.523376,0.585183,0.585183,0.690767,0.901935,0.901935,1.1131,1.1131,1.1131,1.11309,1.11309,1.11309,1.11309,1.11309,1.08473,1.02223,0.927503,0.644086,0.78985,1.20563,1.20563,1.20563,1.17271,1.13111,0.941946,2.2026,2.2026,2.2026,2.30699,2.38054,2.61294,2.95477,3.29655,3.529,3.71775
BYPCRP002,WN,0.484695,0.344056,0.303681,0.323985,0.390144,0.334043,0.337507,0.382131,0.337913,0.320054,0.334346,0.351642,0.368938,0.386986,0.404282,0.516927,0.659476,0.631305,0.631305,0.600013,0.479467,0.501275,0.523083,0.556617,0.773417,0.484628,0,0.903911,0,0.932625,0.320704,0,0,0.256651,0.105414,0
CRP001,SD,0.12505,0.12825,0.13125,0.1345,0.1375,0.157542,0.152727,0.170376,0.176625,0.179967,0.189459,0.18321,0.204292,0.20796,0.199623,0.191286,0.17975,0.1835,0.1875,0.1915,0.260333,0.267,0.241015,0.226428,0.21475,0.21975,0.299333,0.269914,0.275378,0.291007,0.325667,0.333667,0.341667,0.35,0.358,0.366333
CRP001,SN,0.12505,0.12825,0.13125,0.1345,0.1375,0.157542,0.152727,0.170376,0.176625,0.179967,0.189459,0.18321,0.204292,0.20796,0.199623,0.191286,0.17975,0.1835,0.1875,0.1915,0.260333,0.267,0.241015,0.226428,0.21475,0.21975,0.299333,0.269914,0.275378,0.291007,0.325667,0.333667,0.341667,0.35,0.358,0.366333
CRP001,WD,0.12485,0.12825,0.13125,0.1345,0.1375,0.0903739,0.116819,0.0768732,0.0701239,0.0730991,0.0566232,0.0913713,0.0431236,0.04812,0.0891314,0.129141,0.17975,0.1835,0.1875,0.1915,0,0,0.0969552,0.160716,0.21475,0.21975,0,0.108257,0.111865,0.0839797,0,0,0,0,0,0
CRP001,WN,0.12505,0.12825,0.13125,0.1345,0.1375,0.157542,0.152727,0.170376,0.176625,0.179967,0.189459,0.18321,0.204292,0.20796,0.199623,0.191286,0.17975,0.1835,0.1875,0.1915,0.260333,0.267,0.241015,0.226428,0.21475,0.21975,0.299333,0.269914,0.275378,0.291007,0.325667,0.333667,0.341667,0.35,0.358,0.366333
CRP002,SD,1.18917,1.14685,1.01227,1.07995,1.30048,1.11348,1.23326,0.367237,0.8049,1.06685,1.11449,1.17214,1.22979,1.28995,1.34761,1.72309,2.19825,2.10435,2.10435,2.00004,1.59822,1.67092,1.74361,1.85539,2.57806,2.57806,1.89638,0,1.61556,0,0,2.57772,0,0,0,0
CRP002,SN,1.18917,1.74459,1.95061,1.95061,1.30048,1.11348,1.12502,1.27377,1.12638,1.06685,1.11449,1.17214,1.22979,1.28995,1.34761,0.871659,0.302614,0.986666,2.10435,2.00004,1.59822,1.67092,1.74361,1.85539,0.766797,2.57806,0.898572,0,1.61556,0,2.01264,0,1.71652,0,0,0.00046
CRP002,WD,1.646,1.74459,1.95061,1.95061,2.30256,3.00645,3.00645,3.71034,3.71034,3.71034,3.7103,3.7103,3.7103,3.7103,3.7103,3.61576,3.40744,3.09168,2.14695,2.63283,4.01877,4.01877,4.01877,3.90903,3.77037,3.13982,7.342,7.342,7.342,7.68997,7.93514,8.7098,9.84924,10.9885,11.7633,12.3925
CRP002,WN,1.61565,1.14685,1.01227,1.07995,1.30048,1.11348,1.12502,1.27377,1.12638,1.06685,1.11449,1.17214,1.22979,1.28995,1.34761,1.72309,2.19825,2.10435,2.10435,2.00004,1.59822,1.67092,1.74361,1.85539,2.57806,1.61543,0,3.01304,0,3.10875,1.06901,0,0,0.855504,0.351379,0
CTL,SD,1190.88,1214.51,1238.33,1262.14,1285.96,1317.71,1341.52,1365.34,1397.09,1420.9,1452.65,1484.41,1508.22,1539.97,1571.72,1603.48,1635.23,1666.98,1698.73,1738.42,1770.17,1801.93,1841.62,1881.31,1913.06,1952.75,1992.44,2032.13,2071.82,2111.51,2159.14,2198.83,2246.45,2286.14,2333.77,2381.4
CTL,SN,1190.88,1214.51,1238.33,1262.14,1285.96,1317.71,1341.52,1365.34,1397.09,1420.9,1452.65,1484.41,1508.22,1539.97,1571.72,1603.48,1635.23,1666.98,1698.73,1738.42,1770.17,1801.93,1841.62,1881.31,1913.06,1952.75,1992.44,2032.13,2071.82,2111.51,2159.14,2198.83,2246.45,2286.14,2333.77,2381.4
CTL,WD,1190.15,1214.51,1238.33,1262.14,1285.96,1317.71,1341.52,1365.34,1397.09,1420.9,1452.65,1484.41,1508.22,1539.97,1571.72,1603.48,1635.23,1666.98,1698.73,1738.42,1770.17,1801.93,1841.62,1881.31,1913.06,1952.75,1992.44,2032.13,2071.82,2111.51,2159.14,2198.83,2246.45,2286.14,2333.77,2381.4
CTL,WN,1190.88,1214.51,1238.33,1262.14,1285.96,1317.71,1341.52,1365.34,1397.09,1420.9,1452.65,1484.41,1508.22,1539.97,1571.72,1603.48,1635.23,1666.98,1698.73,1738.42,1770.17,1801.93,1841.62,1881.31,1913.06,1952.75,1992.44,2032.13,2071.82,2111.51,2159.14,2198.83,2246.45,2286.14,2333.77,2381.4
DSL,SD,0.834653,0.815159,0.778043,0.806225,0.842452,0.820608,0.823406,0.688555,0.792278,0.850118,0.881948,0.867269,0.936996,0.953468,0.932342,0.97796,1.02932,1.0086,1.02096,1.01141,1.1396,1.17545,1.11047,1.0889,1.20459,1.22003,1.32265,0.833559,1.1897,0.898697,1.00574,1.57176,1.05515,1.08088,1.10559,1.13132
DSL,SN,0.834653,1.01057,1.08481,1.09087,0.842452,0.820608,0.800675,0.878927,0.859788,0.850118,0.881948,0.867269,0.936996,0.953468,0.932342,0.799159,0.631235,0.773891,1.02096,1.01141,1.1396,1.17545,1.11047,1.0889,0.824226,1.22003,1.11311,0.833559,1.1897,0.898697,1.42839,1.03044,1.41562,1.08088,1.10559,1.13142
DSL,WD,4.09728,7.84457,12.4511,16.5511,20.7694,21.919,14.4743,11.389,13.9959,13.7882,19.9262,14.8434,10.3429,5.02123,1.40268,1.32488,1.42463,1.33138,1.03489,1.21828,5.75237,3.05311,1.31181,1.47284,1.59438,1.40368,1.79362,2.12794,2.15004,2.14246,1.94008,2.1096,2.35572,2.60181,2.77137,4.79631
DSL,WN,0.974078,0.815159,0.778043,0.806225,0.842452,0.820608,0.800675,0.878927,0.859788,0.850118,0.881948,0.867269,0.936996,0.953468,0.932342,0.97796,1.02932,1.0086,1.02096,1.01141,1.1396,1.17545,1.11047,1.0889,1.20459,1.01788,0.924412,1.4663,0.850433,1.55154,1.23023,1.03044,1.05515,1.26054,1.17938,1.13132
ELC001,SD,16.037,16.8047,17.7765,18.531,19.6095,20.4364,21.4443,22.2385,23.365,24.4355,25.6979,26.6898,27.9868,29.0072,30.2308,31.5437,32.8897,34.1197,35.3463,36.7802,38.0663,39.559,40.9678,42.4195,44.0491,45.523,47.0018,47.1023,43.6273,38.248,33.3571,32.9512,33.9476,35.6817,37.1834,38.8998
ELC001,SN,7.35845,7.75038,8.20227,8.55336,9.0617,9.48812,9.9321,10.472,10.9032,11.351,11.9457,12.4036,13.033,13.5194,14.0754,14.4859,14.8764,15.6534,16.5205,17.1533,17.7719,18.4635,19.0712,19.7218,20.0509,21.2237,21.6261,22.0658,23.1918,23.5536,24.9683,25.1006,26.3647,26.6832,27.3619,28.1634
ELC001,WD,32.9813,34.5604,36.6285,38.184,40.3479,41.9679,43.5446,45.1437,46.6364,48.152,50.1303,51.7274,53.648,55.1941,57.3451,59.7432,61.857,63.8716,65.8519,68.3825,70.0389,72.5858,75.3828,78.0652,80.721,83.2291,85.9726,89.2855,91.796,94.8444,97.7201,100.993,104.878,108.763,112.036,115.78
ELC001,WN,18.2195,19.0697,20.1751,21.0296,22.2416,23.1687,24.2803,25.4872,26.5859,27.7008,29.1294,30.2543,31.7175,32.8709,34.2607,35.7403,37.2532,38.6501,40.0429,41.6765,43.129,44.8213,46.4298,48.0816,49.9123,51.3185,52.7402,55.4286,56.277,59.1124,60.5757,61.9647,63.9282,66.1084,67.6646,69.5321
ELC002,SD,14.4333,15.1242,15.9989,16.6779,17.6485,18.3928,19.2999,20.0146,21.0285,21.992,23.1281,24.0209,25.1881,26.1065,27.2077,28.3893,29.6007,30.7077,31.8116,33.1021,34.2597,35.6031,36.871,38.1776,39.6442,40.9707,42.3016,43.29,45.0178,46.1763,47.782,49.7603,50.6571,52.2177,53.5693,55.114
ELC002,SN,6.6226,6.97534,7.38205,7.69802,8.15553,8.5393,8.93889,9.42481,9.81285,10.2159,10.7512,11.1633,11.7297,12.1674,12.6678,13.0373,13.3887,14.088,14.8685,15.438,15.9947,16.6171,17.1641,17.7496,18.0458,19.1014,19.4635,19.8592,20.8726,21.1982,22.4715,22.5905,23.7283,24.0148,24.6257,25.3471
ELC002,WD,30.176,31.5971,33.4584,34.8583,36.8058,38.2639,40.1756,42.1076,43.9437,45.8005,48.0738,50.0039,52.2252,54.1095,56.5381,58.9428,61.3379,63.6438,65.9189,68.6891,70.6727,73.4576,76.4676,79.3745,82.2575,85.0076,87.9695,91.4438,94.1961,97.4323,100.513,103.458,106.955,110.452,113.397,116.767
ELC002,WN,16.3976,17.1627,18.1576,18.9267,20.0175,20.8519,21.8523,22.9385,23.9273,24.9307,26.2164,27.2288,28.5457,29.5838,30.8347,32.1663,33.5279,34.7851,36.0386,37.5089,38.8161,40.3392,41.7868,43.2734,44.9211,46.1867,47.4662,49.8858,50.6493,53.2012,54.5181,55.7682,57.5354,59.4975,60.8982,62.5789
FORSTK,SD,39.375,41.3475,43.41,45.585,47.8575,50.25,52.77,55.4025,58.1775,61.08,64.14,67.3425,70.4325,69.78,69.12,68.4675,68.4075,68.34,68.2725,68.205,68.1375,68.07,67.995,67.9275,67.86,67.785,67.7175,67.6425,67.5675,67.4925,67.4175,67.3425,67.2675,67.185,67.11,67.035
FORSTK,SN,39.375,41.3475,43.41,45.585,47.8575,50.25,52.77,55.4025,58.1775,61.08,64.14,67.3425,70.4325,69.78,69.12,68.4675,68.4075,68.34,68.2725,68.205,68.1375,68.07,67.995,67.9275,67.86,67.785,67.7175,67.6425,67.5675,67.4925,67.4175,67.3425,67.2675,67.185,67.11,67.035
FORSTK,WD,39.375,41.3475,43.41,45.585,47.8575,50.25,52.77,55.4025,58.1775,61.08,64.14,67.3425,70.4325,69.78,68.6836,68.4675,68.4075,68.34,68.2725,68.205,68.1375,68.07,67.995,67.9275,67.86,67.785,67.7175,67.6425,67.5675,67.4925,67.4175,67.3425,67.2675,67.185,67.11,67.035
FORSTK,WN,39.375,41.3475,43.41,45.585,47.8575,50.25,52.77,55.4025,58.1775,61.08,64.14,67.3425,70.4325,69.78,69.12,68.4675,68.4075,68.34,68.2725,68.205,68.1375,68.07,67.995,67.9275,67.86,67.785,67.7175,67.6425,67.5675,67.4925,67.4175,67.3425,67.2675,67.185,67.11,67.035
GAS,SD,21.2663,22.7956,24.7315,26.2343,28.3827,30.03,32.0377,32.2847,34.5288,35.3264,36.506,37.1471,38.3957,39.0935,40.1959,42.3249,45.006,47.3578,48.4662,49.9876,51.2147,52.8532,54.3245,56.729,59.4612,56.1516,62.2097,61.8463,49.4607,44.1519,34.4092,24.9739,12.532,25.7696,38.178,20.4207
GAS,SN,3.97868,4.7594,5.65958,6.35894,7.37156,8.22098,9.1054,8.84598,9.70484,9.262,9.11181,8.68904,8.60776,8.24172,8.01436,8.34583,9.12356,10.5729,10.9653,10.891,10.7882,10.8309,10.7065,11.5152,11.6567,4.03004,9.11732,11.9736,8.75317,14.8807,10.9669,17.9622,14.7358,21.1148,0,8.93513
GAS,WD,39.2623,39.2623,39.2623,39.2623,39.2623,39.2623,47.1148,47.1148,47.1148,47.1148,43.1886,47.1148,51.041,54.9672,58.8935,62.8197,66.7459,70.6722,74.5984,78.5246,66.7459,70.6722,74.5984,78.5246,82.4509,86.3771,74.5984,78.5246,82.4509,86.3771,90.3033,94.2296,98.1558,102.082,106.008,109.934
GAS,WN,18.7038,20.3973,22.5992,24.3015,26.7158,28.5626,30.7769,30.9823,33.171,33.193,33.8401,33.8822,34.5983,34.6971,35.267,37.4133,40.4269,43.0473,43.6232,44.6786,45.3732,46.5457,47.551,50.0386,46.4312,53.4413,54.0746,47.6554,59.3352,54.5903,64.3205,62.8343,74.5764,51.0335,55.8137,60.7097
GSL,SD,0.397719,0.389503,0.372287,0.386272,0.406194,0.399147,0.401379,0.334787,0.387482,0.417235,0.433983,0.427477,0.463174,0.472244,0.462514,0.486156,0.51326,0.504302,0.510479,0.505703,0.569799,0.587726,0.555234,0.544448,0.602295,0.610016,0.661326,0.416779,0.59485,0.449349,0.502868,0.785881,0.527574,0.540441,0.552794,0.565662
GSL,SN,0.397719,0.481462,0.516647,0.52022,0.406194,0.399147,0.390013,0.429973,0.421237,0.417235,0.433983,0.427477,0.463174,0.472244,0.462514,0.396756,0.314218,0.386946,0.510479,0.505703,0.569799,0.587726,0.555234,0.544448,0.412113,0.610016,0.556556,0.416779,0.59485,0.449349,0.714195,0.515221,0.707808,0.540441,0.552794,0.56571
GSL,WD,0.467691,0.481462,0.516647,0.52022,0.56036,0.560053,0.599441,0.610222,0.598353,0.6015,0.574607,0.626817,0.545512,0.546422,0.602943,0.64799,0.699289,0.656199,0.517033,0.603055,0.503057,0.497699,0.642051,0.723623,0.785728,0.696441,0.876103,1.04326,1.05341,1.04917,0.94753,1.03173,1.15423,1.27671,1.36092,1.42985
GSL,WN,0.463331,0.389503,0.372287,0.386272,0.406194,0.399147,0.390013,0.429973,0.421237,0.417235,0.433983,0.427477,0.463174,0.472244,0.462514,0.486156,0.51326,0.504302,0.510479,0.505703,0.569799,0.587726,0.555234,0.544448,0.602295,0.50894,0.462206,0.733148,0.425216,0.775768,0.615114,0.515221,0.527574,0.630269,0.589689,0.565662
HYD,SD,5.36112,5.36112,5.36112,5.36112,5.36112,5.36112,5.36112,6.03126,6.03126,6.7014,7.37154,8.04168,8.71182,9.38196,10.0521,10.2963,10.2963,10.3457,11.0158,11.686,12.3561,13.0263,13.6964,13.9411,14.1991,14.8693,15.5394,16.055,16.0834,16.0834,16.0834,16.0834,16.0834,26.4902,16.0834,16.0834
HYD,SN,5.36112,5.36112,5.36112,5.36112,5.36112,5.36112,5.36112,6.03126,6.03126,6.7014,7.37154,8.04168,8.71182,9.38196,10.0521,10.2963,10.2963,10.3457,11.0158,11.686,12.3561,13.0263,13.6964,13.9411,14.1991,14.8693,15.5394,16.055,16.0834,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902
HYD,WD,8.83008,8.83008,8.83008,8.83008,8.83008,8.83008,8.83008,9.93384,9.93384,11.0376,12.1414,13.2451,14.3489,15.4526,16.5564,16.9586,16.9586,17.04,18.1437,19.2475,20.3513,21.455,22.5588,22.9618,23.3868,24.4906,25.5943,26.4435,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902
HYD,WN,8.83008,8.83008,8.83008,8.83008,8.83008,8.83008,8.83008,9.93384,9.93384,11.0376,12.1414,13.2451,14.3489,15.4526,16.5564,16.9586,16.9586,17.04,18.1437,19.2475,20.3513,21.455,22.5588,22.9618,23.3868,24.4906,25.5943,26.4435,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902,26.4902
LND,SD,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3748.06,3746.23,3748.82,3746.89,3748.93,3748.05,3749.8,3746.96,3749.69,3750.37,3746.28,3744.21,3748.8,3749.71,3749.66,3725.09,3740.55,3725.32,3729.03,3754.29,3727.97,3727.45,3726.93,3726.41
LND,SN,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3748.06,3747.1,3748.82,3738.38,3729.97,3736.87,3749.8,3746.96,3749.69,3750.37,3746.28,3744.21,3730.68,3749.71,3739.68,3725.09,3740.55,3725.32,3749.16,3728.51,3745.14,3727.45,3726.93,3726.41
LND,WD,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3755.83,3759.56,3753.55,3767.84,3772.18,3767.03,3750.61,3759.13,3750.93,3748.89,3761.15,3767.37,3771.72,3760.51,3779.97,3794.61,3794.51,3792.95,3782.1,3788.69,3798.91,3809.09,3815.69,3820.77
LND,WN,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3748.06,3747.1,3748.82,3746.89,3748.93,3748.05,3749.8,3746.96,3749.69,3750.37,3746.28,3744.21,3748.8,3740.08,3730.69,3755.22,3724.39,3756.41,3739.72,3728.51,3727.97,3736.01,3730.45,3726.41
LND001,SD,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3748.06,3746.23,3748.82,3746.89,3748.93,3748.05,3749.8,3746.96,3749.69,3750.37,3746.28,3744.21,3748.8,3749.71,3749.66,3725.09,3740.55,3725.32,3729.03,3754.29,3727.97,3727.45,3726.93,3726.41
LND001,SN,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3748.06,3747.1,3748.82,3738.38,3729.97,3736.87,3749.8,3746.96,3749.69,3750.37,3746.28,3744.21,3730.68,3749.71,3739.68,3725.09,3740.55,3725.32,3749.16,3728.51,3745.14,3727.45,3726.93,3726.41
LND001,WD,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3755.83,3759.56,3753.55,3767.84,3772.18,3767.03,3750.61,3759.13,3750.93,3748.89,3761.15,3767.37,3771.72,3760.51,3779.97,3794.61,3794.51,3792.95,3782.1,3788.69,3798.91,3809.09,3815.69,3820.77
LND001,WN,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3748.06,3747.1,3748.82,3746.89,3748.93,3748.05,3749.8,3746.96,3749.69,3750.37,3746.28,3744.21,3748.8,3740.08,3730.69,3755.22,3724.39,3756.41,3739.72,3728.51,3727.97,3736.01,3730.45,3726.41
LNDAGR,SD,943.965,960.247,975.901,995.215,1014.18,1035.58,1053.32,1064.52,1093.05,1113.42,1138.53,1161.42,1182.35,1206.73,1229.32,1246.89,1248.93,1248.05,1249.8,1246.96,1249.69,1250.37,1246.28,1244.21,1248.8,1249.71,1249.66,1225.09,1240.55,1225.32,1229.03,1254.29,1227.97,1227.45,1226.93,1226.41
LNDAGR,SN,943.965,971.742,993.946,1011.96,1014.18,1035.58,1052.24,1073.58,1096.26,1113.42,1138.53,1161.42,1182.35,1206.73,1229.32,1238.38,1229.97,1236.87,1249.8,1246.96,1249.69,1250.37,1246.28,1244.21,1230.68,1249.71,1239.68,1225.09,1240.55,1225.32,1249.16,1228.51,1245.14,1227.45,1226.93,1226.41
LNDAGR,WD,952.166,971.742,993.946,1011.96,1033.45,1057.07,1078.5,1097.2,1119.72,1137.69,1158.78,1187.4,1196.83,1220.06,1248.59,1267.84,1272.18,1267.03,1250.61,1259.13,1250.93,1248.89,1261.15,1267.37,1271.72,1260.51,1279.97,1294.61,1294.51,1292.95,1282.1,1288.69,1298.91,1309.09,1315.69,1320.77
LNDAGR,WN,952.166,960.247,975.901,995.215,1014.18,1035.58,1052.24,1073.58,1096.26,1113.42,1138.53,1161.42,1182.35,1206.73,1229.32,1246.89,1248.93,1248.05,1249.8,1246.96,1249.69,1250.37,1246.28,1244.21,1248.8,1240.08,1230.69,1255.22,1224.39,1256.41,1239.72,1228.51,1227.97,1236.01,1230.45,1226.41
LNDCRP,SD,47.2149,45.7035,43.4248,44.8071,45.8431,43.327,43.1427,36.4038,41.0255,43.4623,44.6606,43.6441,46.647,47.1139,45.7905,47.6453,49.5484,48.0288,48.617,48.1622,54.2665,55.9739,52.8795,51.8521,57.3615,58.0967,62.9835,39.6933,56.6524,42.7951,47.8922,74.8458,50.2451,51.4706,52.6471,53.8725
LNDCRP,SN,47.2149,57.1984,61.4698,61.5506,45.8431,43.327,42.0603,45.4691,44.2403,43.4623,44.6606,43.6441,46.647,47.1139,45.7905,39.131,30.592,36.852,48.617,48.1622,54.2665,55.9739,52.8795,51.8521,39.2489,58.0967,53.0053,39.6933,56.6524,42.7951,68.0186,49.0686,67.4103,51.4706,52.6471,53.8771
LNDCRP,WD,55.9706,57.1984,61.4698,61.5506,65.1138,64.825,68.3165,69.0836,67.6937,67.7338,64.9128,69.6258,61.1205,60.4453,65.0663,68.5947,72.8021,67.0159,49.4364,60.3312,55.5111,54.4985,67.7441,75.0105,80.2905,68.8999,93.299,109.219,110.614,110.425,100.959,109.246,121.18,133.113,141.402,148.234
LNDCRP,WN,55.4164,45.7035,43.4248,44.8071,45.8431,43.327,42.0603,45.4691,44.2403,43.4623,44.6606,43.6441,46.647,47.1139,45.7905,47.6453,49.5484,48.0288,48.617,48.1622,54.2665,55.9739,52.8795,51.8521,57.3615,48.4704,44.0196,69.8236,40.4968,73.8826,58.5823,49.0686,50.2451,60.0256,56.1608,53.8725
PRDCRP002,SD,0.158135,0.152507,0.13461,0.14361,0.172936,0.148069,0.163998,0.0488347,0.107035,0.141868,0.148203,0.15587,0.163536,0.171536,0.179203,0.229134,0.292321,0.279834,0.279834,0.265963,0.21253,0.222196,0.231863,0.246727,0.342827,0.342827,0.252179,0,0.214835,0,0,0.342782,0,0,0,0
PRDCRP002,SN,0.158135,0.231993,0.25939,0.25939,0.172936,0.148069,0.149604,0.169384,0.149784,0.141868,0.148203,0.15587,0.163536,0.171536,0.179203,0.115912,0.0402412,0.131206,0.279834,0.265963,0.21253,0.222196,0.231863,0.246727,0.101968,0.342827,0.119491,0,0.214835,0,0.267639,0,0.22826,0,0,6.11702e-05
PRDCRP002,WD,0.218883,0.231993,0.25939,0.25939,0.306191,0.399794,0.399794,0.493397,0.493397,0.493397,0.493391,0.493391,0.493391,0.493391,0.493391,0.480819,0.453117,0.411127,0.285499,0.350111,0.534411,0.534411,0.534411,0.519818,0.501379,0.417529,0.97633,0.97633,0.97633,1.0226,1.0552,1.15822,1.30974,1.46124,1.56427,1.64794
PRDCRP002,WN,0.214847,0.152507,0.13461,0.14361,0.172936,0.148069,0.149604,0.169384,0.149784,0.141868,0.148203,0.15587,0.163536,0.171536,0.179203,0.229134,0.292321,0.279834,0.279834,0.265963,0.21253,0.222196,0.231863,0.246727,0.342827,0.214817,0,0.40067,0,0.413398,0.142156,0,0,0.113764,0.0467259,0
SOL,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89798,5.75317,12.0724,17.7606,20.1042,20.1042,20.1042,20.1042,20.1042
SOL,SN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOL,WD,0.49275,0.49275,0.49275,0.49275,0.49275,0.49275,0.9855,1.47825,1.971,2.46375,2.9565,3.44925,3.942,4.43475,4.9275,5.17387,5.66662,6.15937,6.65212,7.14487,7.63762,8.13037,8.62312,9.11587,9.60862,10.1014,10.5941,11.0869,11.5796,12.0724,12.5651,12.5651,12.5651,12.5651,12.5651,12.5651
SOL,WN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAT001,SD,0.318921,34.647,0.364183,0.38459,0.44102,0.496902,0.524816,0.478606,0.551606,0.603711,0.641734,32.0271,32.0033,32.1024,0.771216,0.824781,0.89065,0.916839,0.939896,0.953544,1.00909,1.0446,1.04417,1.06129,32.2993,1.17216,32.3383,32.1848,32.3032,32.2098,32.2838,32.2868,32.2895,1.34034,32.2959,1.32922
WAT001,SN,0.318921,34.6471,0.364183,0.379477,0.435615,0.491291,0.50806,0.563488,0.577459,0.597005,0.641734,32.0271,32.0033,32.1093,0.762936,0.730652,0.691312,0.795287,0.939896,0.953544,0.998692,1.03379,1.03294,1.04966,0.949758,1.17216,32.3383,32.1848,32.3032,32.2098,32.2838,32.2868,32.2895,1.34034,32.2959,1.32922
WAT001,WD,0.318921,34.6471,0.364183,32.1093,32.0926,32.0986,32.1488,32.0717,32.0613,32.0377,0.641734,32.0271,31.9728,32.1093,32.2205,32.2702,32.2683,0.458232,0.939896,0.953544,0.283921,0.295726,0.414736,0.486505,32.2993,1.17216,32.3383,32.1848,32.3032,32.2098,32.2838,32.2868,32.2895,1.34034,32.2959,1.05401
WAT001,WN,0.318261,34.647,0.364183,32.1093,32.0926,32.0986,0.513636,32.0717,32.0613,32.0377,0.641734,32.0271,32.0033,32.1093,32.2205,32.2702,32.2683,0.91573,0.939896,0.953544,1.00759,1.04298,1.04242,1.05957,1.1424,1.17216,1.02234,1.31752,1.04547,1.40171,1.26137,1.1866,1.22411,1.34034,1.32663,1.32922
WAT002,SD,0.180333,0.189333,0.198667,0.208,0.218,0.228,0.238333,0.249,0.26,0.271333,0.283,0.295,0.307333,0.32,0.333,0.346333,0.36,0.374333,0.388667,0.403667,0.419,0.435,0.451,0.467667,0.485,0.502333,0.520333,0.539,0.558,0.577667,0.597667,0.617333,0.637333,0.658,0.679333,0.701
WAT002,SN,0.180333,0.189333,0.198667,0.208,0.218,0.228,0.238333,0.249,0.26,0.271333,0.283,0.295,0.307333,0.32,0.333,0.346333,0.36,0.374333,0.388667,0.403667,0.419,0.435,0.451,0.467667,0.485,0.502333,0.520333,0.539,0.558,0.577667,0.597667,0.617333,0.637333,0.658,0.679333,0.701
WAT002,WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAT002,WN,0.180333,0.189333,0.198667,0.208,0.218,0.228,0.238333,0.249,0.26,0.271333,0.283,0.295,0.307333,0.32,0.333,0.346333,0.36,0.374333,0.388667,0.403667,0.419,0.435,0.451,0.467667,0.485,0.502333,0.520333,0.539,0.558,0.577667,0.597667,0.617333,0.637333,0.658,0.679333,0.701
WATAGR,SD,0.0616227,0.0731474,0.0766406,0.0824886,0.112853,0.142923,0.153059,0.111335,0.152406,0.178819,0.195014,0.199758,0.225527,0.238105,0.241237,0.266682,0.300349,0.305716,0.309115,0.30527,0.330516,0.341077,0.326507,0.323481,0.365506,0.369755,0.383733,0.228283,0.346302,0.245344,0.27257,0.460091,0.285778,0.2926,0.299243,0.306143
